7502543122,0,0
,154458,5.242017,74.781599
,24456,1.71256,1.48447
,9258,0.4284,11.0457
,8266,1.5022,63.7359
,7842,1.3198,149.5632
,3899,0.4648,3.9322
,2284,4.1737,76.2661
,1927,0.5301,2.9689
,1233,1.5863,70.8494
,791,5.436,3.181
,767,1.996,73.297
,482,2.984,85.827
,450,4.138,138.517
,446,3.723,224.345
,427,4.731,71.813
,354,2.583,148.079
,348,2.454,9.561
,317,5.579,52.69
,206,2.363,2.448
,189,4.202,56.622
,184,0.284,151.048
,180,5.684,12.53
,171,3.001,78.714
,158,2.909,0.963
,155,5.591,4.453
,154,4.652,35.164
,152,2.942,77.751
,143,2.59,62.251
,121,4.148,127.472
,116,3.732,65.22
,102,4.188,145.631
,102,6.034,0.112
,88,3.99,18.16
,88,6.16,202.25
,81,2.64,22.09
,72,6.05,70.33
,69,4.05,77.96
,59,3.7,67.67
,47,3.54,351.82
,44,5.91,7.11
,43,5.72,5.42
,39,4.92,222.86
,36,5.9,33.68
,36,3.29,8.08
,36,3.33,71.6
,35,5.08,38.13
,31,5.62,984.6
,31,5.5,59.8
,31,5.46,160.61
,30,1.66,447.8
,29,1.15,462.02
,29,4.52,84.34
,27,5.54,131.4
,27,6.15,299.13
,26,4.99,137.03
,25,5.74,380.13
