6182981,0.2584352,213.2990954
,506578,0.711147,206.185548
,341394,5.796358,426.598191
,188491,0.472157,220.412642
,186262,3.141593,0
,143891,1.407449,7.113547
,49621,6.01744,103.09277
,20928,5.09246,639.89729
,19953,1.1756,419.48464
,18840,1.6082,110.20632
,13877,0.75886,199.072
,12893,5.9433,433.71174
,5397,1.2885,14.2271
,4869,0.8679,323.5054
,4247,0.393,227.5262
,3252,1.2585,95.9792
,3081,3.4366,522.5774
,2909,4.6068,202.2534
,2856,2.1673,735.8765
,1988,2.4505,412.3711
,1941,6.0239,209.3669
,1581,1.2919,210.1177
,1340,4.308,853.1964
,1316,1.253,117.3199
,1203,1.8665,316.3919
,1091,0.0753,216.4805
,966,0.48,632.784
,954,5.152,647.011
,898,0.983,529.691
,882,1.885,1052.268
,874,1.402,224.345
,785,3.061,838.969
,740,1.382,625.67
,658,4.144,309.278
,650,1.725,742.99
,613,3.033,63.736
,599,2.549,217.231
,503,2.13,3.932
