53033,0,0
,2358,2.2601,74.7816
,769,4.526,11.046
,552,3.258,63.736
,542,2.276,3.932
,529,4.923,1.484
,258,3.691,3.181
,239,5.858,149.563
,182,6.218,70.849
,54,1.44,76.27
,49,6.03,56.62
,45,3.91,2.45
,45,0.81,85.83
,38,1.78,52.69
,37,4.46,2.97
,33,0.86,9.56
,29,5.1,73.3
,24,2.11,18.16
,22,5.99,138.52
,22,4.82,78.71
,21,2.4,77.96
,21,2.17,224.34
,17,2.54,145.63
,17,3.47,12.53
,12,0.02,22.09
,11,0.08,127.47
,10,5.16,71.6
,10,4.46,62.25
,9,4.26,7.11
,8,5.5,67.67
,7,1.25,5.42
,6,3.36,447.8
,6,5.45,65.22
,6,4.52,151.05
,6,5.73,462.02
