58016,2.04979,3340.61243
,54188,0,0
,13908,2.45742,6681.22485
,2465,2.8,10021.8373
,398,3.141,13362.45
,222,3.194,3.523
,121,0.543,155.42
,62,3.49,16703.06
,54,3.54,3344.14
,34,6,2281.23
,32,4.14,191.45
,30,2,796.3
,23,4.33,242.73
,22,3.45,398.15
,20,5.42,553.57
,16,0.66,0.98
,16,6.11,2146.17
,16,1.22,1748.02
,15,6.1,3185.19
,14,4.02,951.72
,14,2.62,1349.87
,13,0.6,1194.45
,12,3.86,6684.75
,11,4.72,2544.31
,10,0.25,382.9
,9,0.68,1059.38
,9,3.83,20043.67
,9,3.88,3738.76
,8,5.46,1751.54
,7,2.58,3149.16
,7,2.38,4136.91
,6,5.48,1592.6
,6,2.34,3097.88
