87401354,0,0
,11107660,3.9620509,213.2990954
,1414151,4.5858152,7.113547
,398379,0.52112,206.185548
,350769,3.303299,426.598191
,206816,0.246584,103.092774
,79271,3.84007,220.41264
,23990,4.66977,110.20632
,16574,0.43719,419.48464
,15820,0.93809,632.78374
,15054,2.7167,639.89729
,14907,5.76903,316.39187
,14610,1.56519,3.93215
,13160,4.44891,14.22709
,13005,5.98119,11.0457
,10725,3.1294,202.2534
,6126,1.7633,277.035
,5863,0.2366,529.691
,5228,4.2078,3.1814
,5020,3.1779,433.7117
,4593,0.6198,199.072
,4006,2.2448,63.7359
,3874,3.2228,138.5175
,3269,0.7749,949.1756
,2954,0.9828,95.9792
,2461,2.0316,735.8765
,1758,3.2658,522.5774
,1640,5.505,846.0828
,1581,4.3727,309.2783
,1391,4.0233,323.5054
,1124,2.8373,415.5525
,1087,4.1834,2.4477
,1017,3.717,227.5262
,957,0.507,1265.567
,853,3.421,175.166
,849,3.191,209.367
,789,5.007,0.963
,749,2.144,853.196
,744,5.253,224.345
,687,1.747,1052.268
,654,1.599,0.048
,634,2.299,412.371
,625,0.97,210.118
,580,3.093,74.782
,546,2.127,350.332
,543,1.518,9.561
,530,4.449,117.32
,478,2.965,137.033
,474,5.475,742.99
,452,1.044,490.334
,449,1.29,127.472
,372,2.278,217.231
,355,3.013,838.969
,347,1.539,340.771
,343,0.246,0.521
,330,0.247,1581.959
,322,0.961,203.738
,322,2.572,647.011
,309,3.495,216.48
,287,2.37,351.817
,278,0.4,211.815
,249,1.47,1368.66
,227,4.91,12.53
,220,4.204,200.769
,209,1.345,625.67
,208,0.483,1162.475
,208,1.283,39.357
,204,6.011,265.989
,185,3.503,149.563
,184,0.973,4.193
,182,5.491,2.921
,174,1.863,0.751
,165,0.44,5.417
,149,5.736,52.69
,148,1.535,5.629
,146,6.231,195.14
,140,4.295,21.341
,131,4.068,10.295
,125,6.277,1898.351
,122,1.976,4.666
,118,5.341,554.07
,117,2.679,1155.361
,114,5.594,1059.382
,112,1.105,191.208
,110,0.166,1.484
,109,3.438,536.805
,107,4.012,956.289
,104,2.192,88.866
,103,1.197,1685.052
,101,4.965,269.921
