59954691,0,0
,9695899,5.0619179,529.6909651
,573610,1.444062,7.113547
,306389,5.417347,1059.38193
,97178,4.14265,632.78374
,72903,3.64043,522.57742
,64264,3.41145,103.09277
,39806,2.29377,419.48464
,38858,1.27232,316.39187
,27965,1.78455,536.80451
,13590,5.77481,1589.0729
,8769,3.63,949.1756
,8246,3.5823,206.1855
,7368,5.081,735.8765
,6263,0.025,213.2991
,6114,4.5132,1162.4747
,5305,4.1863,1052.2684
,5305,1.3067,14.2271
,4905,1.3208,110.2063
,4647,4.6996,3.9322
,3045,4.3168,426.5982
,2610,1.5667,846.0828
,2028,1.0638,3.1814
,1921,0.9717,639.8973
,1765,2.1415,1066.4955
,1723,3.8804,1265.5675
,1633,3.582,515.4639
,1432,4.2968,625.6702
,973,4.098,95.979
,884,2.437,412.371
,733,6.085,838.969
,731,3.806,1581.959
,709,1.293,742.99
,692,6.134,2118.764
,614,4.109,1478.867
,582,4.54,309.278
,495,3.756,323.505
,441,2.958,454.909
,417,1.036,2.448
,390,4.897,1692.166
,376,4.703,1368.66
,341,5.715,533.623
,330,4.74,0.048
,262,1.877,0.963
,261,0.82,380.128
,257,3.724,199.072
,244,5.22,728.763
,235,1.227,909.819
,220,1.651,543.918
,207,1.855,525.759
,202,1.807,1375.774
,197,5.293,1155.361
,175,3.73,942.062
,175,3.226,1898.351
,175,5.91,956.289
,158,4.365,1795.258
,151,3.906,74.782
,149,4.377,1685.052
,141,3.136,491.558
,138,1.318,1169.588
,131,4.169,1045.155
,117,2.5,1596.186
,117,3.389,0.521
,106,4.554,526.51
