47234,4.32148,7.11355
,38966,0,0
,30629,2.93021,529.69097
,3189,1.055,522.5774
,2729,4.8455,536.8045
,2723,3.4141,1059.3819
,1721,4.1873,14.2271
,383,5.768,419.485
,378,0.76,515.464
,367,6.055,103.093
,337,3.786,3.181
,308,0.694,206.186
,218,3.814,1589.073
,199,5.34,1066.495
,197,2.484,3.932
,156,1.406,1052.268
,146,3.814,639.897
,142,1.634,426.598
,130,5.837,412.371
,117,1.414,625.67
,97,4.03,110.21
,91,1.11,95.98
,87,2.52,632.78
,79,4.64,543.92
,72,2.22,735.88
,58,0.83,199.07
,57,3.12,213.3
,49,1.67,309.28
,40,4.02,21.34
,40,0.62,323.51
,36,2.33,728.76
,29,3.61,10.29
,28,3.24,838.97
,26,4.5,742.99
,26,2.51,1162.47
,25,1.22,1045.15
,24,3.01,956.29
,19,4.29,532.87
,18,0.81,508.35
,17,4.2,2118.76
,17,1.83,526.51
,15,5.81,1596.19
,15,0.68,942.06
,15,4,117.32
,14,5.95,316.39
,14,1.8,302.16
,13,2.52,88.87
,13,4.37,1169.59
,11,4.44,525.76
,10,1.72,1581.96
,9,2.18,1155.36
,9,3.29,220.41
,9,3.32,831.86
,8,5.76,846.08
,8,2.71,533.62
,7,2.18,1265.57
,6,0.5,949.18
